label,claim
0,four percent of american citizens are black males but they are 35 percent of murder victims
0,more astronauts have been to the moon than farmers who paid the inheritance tax in 2013
0,says 55 percent of council members have come from area where only 10 percent of austinites live
0,we have the highest perpupil cost in the country
0,many uninsured americans are young
0,republican candidate for governor karen handel has run a 100 percent negative campaign
0,says mitch mcconnell credits republicans for recent economic improvements even though they took control of the senate only days ago
0,says it wasnt until he and a senate colleague were able to wrangle the actual streaming video from bp that scientists were able to calculate the oil spill flow
0,50000 thats what every child owes today because washington politicians have run up a huge spending tab and left our kids the bill
0,when deborah took office the sellwood bridge project had languished for years with only 11 million in funds with her leadership the remaining funding was secured that got the project moving forward
0,assaults on wisconsin law enforcement officers are up 224 percent statewide since 2005
0,since 2000 only 10 cases of inperson voter fraud have been proven nationally
0,i remain one of the poorer members of the united states senate
0,my campaign finished the last quarter reporting the most cash on hand of any republican in the field 138 million in the bank 35 million more than the jeb bush campaign
0,last year 244 suspected terrorists walked into gun shops and attempted to purchase a firearm 223 were able to get the firearm
0,texas has 600000 registered voters who dont have the kind of photo id needed to vote
0,job losses are so certain under this new capandtax plan that it includes a provision accommodating newly unemployed workers from the resulting driedup energy sector to the tune of 42 billion over eight years so much for creating jobs
0,one out of every four students fails to earn a high school diploma in our major cities across america half of our kids dont graduate
0,geithners failure to pay selfemployment taxes while working for the imf is a mistake that is commonly made for people who are working internationally or for international institutions
0,the united states is 50th in life expectancy in the world
0,opponent holly benson said that just because youre poor doesnt mean youre unhealthy it just means you have a lot more time to go running
0,about 57 percent of registered democrats in the new 9th congressional district come from my old district
0,the 1908 model t earned better gas mileage than a typical suv sold in 2008
0,the cbo found that the house republican health care plan would lower premiums by up to about 10 percent and for purchasers in the individual market those cost savings could even be higher
0,you dont see norway losing population and its taxes are astronomical
0,says obama called kagan a moderate he called sotomayor a moderate
0,georgia is one of seven states to lose jobs in 2011 and has lost 8200 jobs so far
0,fortysix states have a lineitem veto for the governor
0,in april sen mccain came out against helping women earn equal pay for equal work
0,marriage decreases the probability of child poverty by 82 percent
0,women fill twothirds of minimum wage jobs
0,since the united states began negotiations with iran thats probably the first year and a half in which iran has not advanced its nuclear program in the last decade
0,wisconsin bill grants drug companies and medical device manufacturers immunity from injuries and deaths caused by their products
0,right now we only keep 50 percent of georgia techs graduates
0,says dontre hamilton who was killed during a confrontation with a milwaukee police officer was unarmed
0,much more than 50 percentof parents out there are spankers
0,says that under president john f kennedy government took up 27 percent of the economy and today it consumes 37 percent
0,by spring 2014 parents of 60000 students in new york state had refused to let them take the common core tests
0,its actually easier for the united states to get flight manifests from eu nations than it is for eu nations to get them from their own neighbors thanks to an agreement the us negotiated when i was secretary of state
0,rhode island has a inmate recidivism rate of over 60 percent
0,says scott brown voted to give oil companies big tax breaks
0,mccain used to buck his party on immigration by fighting for comprehensive reform but when he was running for his partys nomination he said that he wouldnt even support his own legislation if it came up for a vote
0,i have never supported cap and trade
0,our own national security agency says that irans nuclear ambitions are advancing and at the same time we are slashing our own nuclear arsenal
0,we got back every dime used to rescue the banks
0,the proposed education changes will not cut one teachers pay
0,my two appointments to the florida supreme court raul cantero and kenneth bell have earned reputations as its most consistent conservatives
0,when jeb bush was governor his first four years as governor his medicaid program grew twice as fast as mine
0,the seminole gambling compact offers 3 billion in guaranteed revenue the largest share for any state in history
0,there are 500 million internet users and 80 million bloggers who are driving discussions in china so youve got a lot of people voicing frustration and discontent
0,gov rick scott cut the cost of prepaid college tuition by nearly 20000
0,says donald trump literally has no plans to make higher education more affordable
0,an estimated 56 million americans dont have bank accounts
0,sherrod browns approval rating has plummeted to 38 percent among ohio voters in a poll by a democratic pollster
0,eighty out of 82 counties in ohio have an auto manufacturing facility
0,the united states ranks second worst in income inequality across developed countries after taxes and transfers
0,says his promise of 250000 new private sector jobs was a big goal
0,says ron johnson voted to turn medicare into a voucher program
0,there are at least 23 countries that refuse to take their people back after theyve been ordered to leave the united states including large numbers of violent criminals
0,florida ranks first in the nation for access to free prekindergarten
0,in ferguson moyouve got threeblack officers and 50 white officers with a town that is 67 percent africanamerican
0,says alex sink supported more taxes on water and tv
0,likens obamas predicament to 1982 saying when reagan just started out unemployment was at exactly the same point he was two years into his term the unemployment was well over 10 percent and it did come out of it
0,sue lowden gave harry reids campaigns a thousand dollars in five different elections helping his senate dreams come true
0,80 percent of the american people havent gotten a pay raise since the crash
0,70 percent of americans believe that we are on the wrong path
0,under republican governor chris christie tolls cost more train and bus rides cost more college tuition goes up but christie protected a tax cut for millionaires
0,palin fired wasillas police chief because he intimidated her
0,only 50 percent of students from milwaukee public high schools go on to a twoor fouryear college
0,rick perry had planned to retire from the legislature until his best friend david weeks and i talked him into switching parties and running for the gop nomination for agriculture commissioner
0,by the time obama took office the bush administration had given the car companies 13 billion and the money was now gone
0,sixtyone percent of our active military are currently listed as overweight
0,florida has the secondhighest foreclosure rate in the nation
0,illegal tobacco sales price driven too high has been connected to at least several cases of funding terrorism against us in multiyear investigations over the last decade and a half
0,more people were killed by terrorists in 2015 than in any other year ever after an 80 percentincrease from 2014
0,we had bipartisan legislation that got through the senate that would have prevented bonuses like aigs and then somehow mysteriously disappeared
0,since parole abolition virginias crime rate has fallen to third lowest in the country our recidivism rate is down 20 percent and thats the second lowest in the country
0,the united states currently has the highest corporate tax rate in the world
0,weve got 40 years of study now that show that with a good preschool start youre less likely to be on public dole youre less likely to be in prison
0,over 32000 people die from gunviolence every year yet the us centers for disease control and prevention is banned from researching ways to prevent this
0,the farm bill has aprovision that would in many ways reduce the deficit
0,says president barack obama said that if he doesnt turn the economy around after three years in office hell be a oneterm president
0,all maryland crabs are born in virginia
0,the typical white male worker in this country is making in real terms what he was making in 1973 and the average worker is making what they were making in 1996
0,says hillary clinton supported and continues to support fracking
0,tax increases could come into play as a result of the debt ceiling deal
0,most countries have no debt ceiling
0,during the reagan era the richest americans had their top income tax rate cut in half
0,eleven years ago the city of detroit lifted the residency requirement for police officers and today 53 percent of officers live outside of the city if we want the tax base of milwaukee to resemble the tax base of detroit this is the way to go
0,president obama has the most border patrols and border security deployed at the border of any previous president
0,in altered photo says barack obama wants more of texans private data via health care
0,over 80 percent of the people want the shot to vote on whether to approve samesex marriage according to polls
0,says president barack obama has launched twice as many strikes oncountries that are predominantly muslim than president george w bush
0,ohios planned parenthood operations received millions of taxpayer dollars via federal grants in 2010 and 2011
0,says a portfolio managed by the texas general land office earned 22 percent last year while the states emergency reserve account experienced a 1 percent gain
0,us teenagers have now fallen behind their counterparts in ireland poland and even vietnam in math and science
0,republican candidate for governor allan fung donated to democrats like congressman david cicilline disgraced house speaker gordon fox and even mr obamacare harry reid
0,in the last six years of ciancis administration violent crime was down in the united states it was down in the region it was down in rhode island but it was up in providence
0,on the night of the iowa caucuses obama promised the nation that he would do health care reform focused on cost containment he opposed an individual mandate and he said he was going to do it with republicans
0,our state economic development agency under walker wedc actually isnt even using the funds that are appropriated to it
0,john mccain took on the drug industry
0,says president barack obama revealed in his state of the union address that he now is against earmarks
0,texas population is projected to double in the next 50 years or so but our basic amount of water will remain about where it is now
0,why is january 8th an important date in american history this day in 1835 is the only day in our history when we have not been in debt
0,says milwaukee county parks director sue black has not received a pay raise in five years
0,says gov john kasich can remove the president of the state board of education
0,even members of the nra when they were polled recently were under the impression that everyone has a criminal background check
0,500 percent more traffic here
0,forty percent of gross domestic product is state local or federal money
0,if upstate new york split from downstate the economic indicators of upstate new york would be among the lowest in the country
0,says hillary clintons campaign hasnt been clear about when she wiped herserverof her work emails
0,latinos in nevada support educational savings accounts helping more than 450000 students access better schools but catherine cortez masto is against it
0,the us court of appeals for the fourth circuit compared the health care law to buying a pepperoni and ham pizza from dominos or pizza hut
0,says women who need a sonogram in the eighth to 10th week of pregnancy have to get a transvaginal sonogram
0,says texas state funds were spent on a tv series on spouses cheating on their wives kind of glorifying the act of cheating
0,im the product of a mixed marriage that would have been illegal in 12 states when i was born
0,americans havent had a raise in 15 years
0,says missouri families earning power is about 5000 less today than it was at the turn of the century
0,texas has a higher incarceration rate than russia or iran
0,says federal debt doubled during the bush administration
0,for the last decade floridians salaries have shrunk substantially when adjusted for inflation
0,the castro regime violated international norms by secretly shipping weapons to north korea in violation of a un embargo
0,kelly ayotte has voted four times against the federal paycheck fairness act
0,says secretary of state john kerry when he was a senator flew to managua and met with a communist dictator there daniel ortega and accused the reagan administration of engaging in terrorism
0,says if you are shot in the city of newark you have over an 80 percent chance that youve been arrested before an average of 10 times
0,starting in december 2007 14 million jobs were created in texas in that same period the rest of the country lost 400000 jobs
0,if you are born poor in america we rank ninth or tenth in our citizens ability to climb up through that ladder and get themselves into the middle class
0,says student loan interest rates will double from 34 percent to 68 percent july 1
0,georgias civil forfeiture laws are among the worst in the country and the very worst in the south
0,greg abbott has benefitted from payday lenders who have given him 300000 and then received a ruling from him that they can operate in a loophole in the law that allows them to charge unlimited rates and fees
0,under federal law jared loughner would not have been able to buy a gun had he been identified as mentally ill
0,the united states has the highest incarceration rate in the world
0,my debt to gdp was the lowest or one of the lowest of modern presidents my taxes to gdp was the lowest and my spending to gdp was too
0,forty percent of the undocumented workers in this country entered the us legally and overstayed their visa
0,says ronald reagan repeatedly talked about how irresponsible it would be to allow the full faith and credit of the united states to be impaired in any kind of way
0,over 97 percent of the scientific community believe that humans are contributing to climate change
0,says we brought crime rate down by 30 percent when he was mayor of dallas
0,says he helped save the olympic games
0,in 2009 yost spent 25 times more money than it took to run the prosecutors office before he got there
0,gov rick perry spent over a million dollars on dc lobbyists asking for more federal money and lives in a luxury house that costs taxpayers 10000 a month
0,twentysix men named william have been elected to statewide office and only seven women have had the honor
0,the president won the youth vote 3 to1 but his numbers have dropped 20 30 percent among the youth
0,theres pretty much no question that the curfew ordinances arent effective in either reducing crime or preventing harm to young people
0,there have been seven investigations of benghazi led mostly by republicans in the congress that concluded nobody did anything wrong but there were changes we could make
0,says for the equivalent cost of a single mile of freeway we have a bike infrastructure
0,says oregon canned blueberries will be cheaper in south korea thanks to a trade agreement
0,says david vitter answered a prostitutes call minutes after he skipped a vote honoring 28 soldiers who gave their lives in defense of our freedom
0,we have created more jobs in this last year than the bush administration did in eight years
0,mike pence voted against expanding the childrens health insurance program which hillary helped to start
0,the richest 1 percent have more financial wealth than the bottom 95 percent combined
0,austin has over 1000 city employees that make sixfigure salaries
0,the state of wisconsin pays plumbers engineers and other attorneys much much more than it pays attorneys to represent poor people
0,nathan deal saved the hope scholarship program
0,there have been at least 100 shootings each year angel taveras has been mayor of providence
0,in 2010 2694 young people were killed by gunfire 1773 were victims of homicide 67 were elementary schoolage children
0,the city of atlanta has 56 million in its reserves
0,federal investigators found a company that david perdue ran discriminated against women paid them less than men for the same work
0,sixty percent of americans now support legalizing marijuana
0,says hillary clinton promised running for the senate years ago 200000 jobs for upstate new york not only didnt they come but they lost so many jobs
0,rail doesnt do a great job in lessening traffic
0,americanschools are more segregated than they were in the 1960s
0,were fifth in the world in executions behind china iran iraq and saudi arabia
0,over the last 40 years this countrys prison population has grown by 500 percent
0,barbara buono by the numbers as a trenton politician she voted to raise taxes 154 times under her property taxes up 70 percent backed a 16 percent sales tax increase utilities nursing homes cell phones parking lots lottery wins gyms she taxed them all architect of corzines budget she drove new jersey 2 billion into debt barbara buono by the numbers taking new jersey backwards
0,says marco rubio opposes abortioneven in the case of rape and incest
0,ed gillespies 2006 book promoted an individual health care mandate and recommends that it be enforced by the irs through the income tax code
0,while in the illinois senate barack obama passed legislation moving people from welfare to jobs
0,georgia has the highest flu activity in the country
0,says that except for donald trump every other major party nominee for the past 40 years has released their tax returns
0,youve got a medical report on me that meets the same standard as mitt romney and barack obama
0,weve seen our deficits cut by twothirds
0,ill be running against a career politician
0,a 2013 state law would allow the operator of an iron ore mine in northern wisconsin to fill in pristine streams and ponds with mine waste
0,this bill allows virginia to join about 23 other states that have an ultrasound procedure before an abortion
0,young women account for a shocking 74 of all new hiv infections among adolescents in africa
0,some neighborhood schools are closing
0,i had an uncle who was part of the first american troops to go into auschwitz and liberate the concentration camps
0,jim renacci cheated on his income taxes and is a deadbeat citizen
0,this is not a joke the president wants to house illegal aliens on our nations military installations
0,with the tax controls we already put in place property taxes on a typical home in december of 2014 will actually be lower than they were in december of 2010
0,bill mccollum holds the same position on embryonic stem cell research as barack obama
0,the obama administration has cut taxes on small businesses 17 times
0,fifty years ago the average gm employee could pay for a year of a son or daughters college tuition on just two weeks wages
0,the hispanic population in gwinnett and henry counties has increased by 153 percent and 339 percent respectively since 2000 while republican presidential candidates are getting a smaller percentage of the vote in those counties
0,no family earns too much to qualify for oregon healthy kids program
0,amendment 2 on medical marijuana won a higher percentage of the vote than the last six florida governors including jeb bushs 2002 landslide
0,because of the new health care law 25 million young adults now have coverage
0,under obamacare premiums have doubled and tripled in wisconsin
0,chicago public schools lead the country in high school graduation of an urban school system match the united states of america in kids graduating high school going on to a fouryear college and are producing eighthgrade leaders in the country in math gains fourthgrade leaders in reading gains
0,at the beginning of the last decade america had a budget surplus of over 200 billion by the time i took office we had a oneyear deficit of over 1 trillion and projected deficits of 8 trillion over the next decade
0,the bushera tax cuts failed to increase employment and workforce participation fell in 2001 and has never returned to the record level set in 2000
0,the fourth amendment was what we fought the revolution over john adams said it was the spark that led to our war for independence
0,twothirds of the federal budget is permanent law its permanently appropriated
0,says mitt romney has refused to say whether he would have vetoed or signed the lilly ledbetter fair pay act
0,according to pew research 99 percent of the people in afghanistan support oppressive sharia law
0,hivaids is dramatically on the rise in the us south
0,the house democrats socalled stimulus has been stuffed with an astonishing 335 million to fund prevention programs of sexually transmitted diseases
0,a lot of what cubas survival depends on is venezuelan oil money which is drying up
0,says mitt romney and paul ryan want to turn medicare into a voucher system
0,the geography of poverty has changed fundamentally in the last 15 years with more of it concentrated in fragile and conflict states
0,says 93 percent of blacks in america are killed by other blacks
0,in 2015 roughly 10000 political arrests occurred in cuba that is five times as many as occurred in 2010 when there were only about 2000
0,newt gingrich was fined 300000 for ethics violations
0,women make 77 cents for every dollar a man earns
0,mayor giulianis lawsuit killed the lineitem veto
0,south carolina has the fastestgrowing economy in the southeast
0,north carolina spends 855 less per student than it did before the great recession and we have one of the lowest per pupil spending levels in the nation
0,winning enough pledged delegates is not impossible
0,about 230000 people that were on unemployment when i took office are not on unemployment now
0,i believe we should have tax on carbon and deal aggressively with climate change that is not hillary clintonsposition
0,says donald trump says climate change is a hoax invented by the chinese
0,we are younger than our competitors and this is entirely because of immigration
0,says an array of statistics show that conditions in some parts of baltimore rival that of the west bank in palestine north korea and distressed cities in nigeria india china and south africa
0,in 31 states decent child care costs more than college tuition
0,georgia is now the eighth most populous state in the nation moving from the number 10 position in just four years
0,the university of texas is starting the first medical school at a major tier one university in the last 50 years
0,says with the ongoing economic downturn child abuse is on the rise
0,we have more women living in poverty in this state than almost anywhere else
0,under president bush in eight years we added 49 trillion to the debt under president obama weve added 53 trillion to the debt in the 35 years hes been in office
0,we see americas prison population exploding with america having a greater percentage of its people behind bars than any other nation in the world
0,given how expansive our program already was expanding medicaid in new jersey due to obamacare was a relatively small expansion
0,huckabee was one of the highest taxing governors that we had in this country and rivaling bill clinton in terms of the cato ratings
0,us taxpayers paid 71500 per job created by the stimulus bill
0,says texas has 11 different felonies you can commit with an oyster
0,when total sandy spending is added up its more than the annual budget for the us department of homeland security and its more than twice the annual budget of the us energy department
0,gov rick perry helped balance his budget with about 6 billion worth of federal help which he happily took and then started blaming the members of congress who had offered that help
0,while exxon mobil has 40 pages on its media response strategy its plan for resource protection is only five pages long and its plan for oil removal is just nine pages long
0,says donald trump has outlined policies that read like a kremlin wish list
0,says austin trains are full at rush hour and packed for special events
0,up to half of all americans have a preexisting condition
0,a majority in every state favors path to citizenship for undocumented immigrants
0,the city of columbus would save 41 million a year if employees had to contribute to their own guaranteedcheck pensions
0,in america radical speech is not a crime
0,of the 10000 rhode island children in charter school lotteries for the fall more than 70 percent are poor in addition a majority of them are students of color
0,we have created new jobs here in cranston more than 1000
0,says a majority of americans and republicans support his approach for deficit reduction
0,one in five women in the military are receiving unwanted sexual contact as are 33 percent of men
0,i have a very conservative voting record
0,oregon concealed gun applications include home phone numbers home address social security numbers what kinds of guns you have in the house whether you were dishonorably discharged from the military what controlled substances you are taking and were you ever accused of accused mind you of stalking
0,a violent felon can buy a gun over the internet with no background check no questions asked
0,i believe in tax cuts i believe in being a supplysider i cut the income tax i think it was 24 percent we got 42 percent more revenues
0,rhode island spends less than 10 percent of what the average state spends promoting tourism
0,the republicans have 2 percent of the muslim vote
0,mitt romney has a prochoice record
0,bill howell has been the consistent force behind every major tax increase in virginia in the last decade
0,almost every country on earth sees america as stronger and more respected today than they did eight years ago when i took office
0,roughly 500000 georgians or about 5 percent of the states residents have gone through a background check to legally obtain a georgia weapons carry license
0,ultimately after an exhaustive investigation the national transportation safety board concluded that a minneapolis bridge collapsed in 2007 because of an original design flaw dating back to the 1960s
0,thirtyone percent of school districts are still receiving less funding per pupil than they did prior to the dramatic budget cuts of 2011
0,now remember property taxes went up 70 percent in the 10 years before i became governor
0,hes romney the one who said that he would be to the left of teddy kennedy on gay rights
0,eightyseven percent of private insurance plans currently include abortion coverage
0,obamacare carries on even under a government shutdown
0,says mitch mcconnell pushed the wall street bailout through the us senate and called it the senate at its finest
0,says jeff wentworth was the only republican to vote against the texas measure requiring women to have a sonogram before receiving an abortion
0,says hillary clinton supported north american free trade agreement and she supported chinas entrance into the world trade organization she supported the jobkilling trade deal with south korea she supported the transpacific partnership
0,by one leading measure what business owners pay out in wages and salaries is now finally growing faster than what they spend on health insurance for the first time in 17 years
0,the proposed keystone xl oil pipeline is a bipartisan proposal
0,more money is dedicated within the department of homeland security to climate change than whats spent combating islamist terrorists radicalizing over the internet in the united states of america
0,oil companies can obtain an acre of public land for less than the price of a big mac
0,california has more kids in poverty than virtually any other state
0,says charlie crist raised taxes on the middle class by 22 billion
0,atlanta now has as many visitors as las vegas san diego and los angeles orlando fla and new york city still have more visitors
0,by the end of 2015 more than 1300 people will have died on georgia roads one of out evey four fatalities resulted from drunken driving
0,says texas lawmakers in 2011 ordered school districts to test every student on their respiratory system and weight
0,i had the longest judicial vacancy in the history of the united states
0,one of three patients hospitalized is harmed by the care they receive
0,north carolinas coast is possibly the best place in the us for an offshore windfarm
0,there are 100 members of the us senate fiftyseven of them including russ feingold are lawyers there are zero manufacturers and one accountant
0,mccain intervened on behalf of charles keating with federal regulators that allowed keating to continue his fraud at an incredible cost to taxpayers
0,david perdue did not support the 2014 farm bill that us sens isakson and chambliss did
0,says jeb bush not only opposes marriage equality hes said he personally believes gay couples should be banned from adopting children
0,carly fiorina shes against banning assault weapons
0,says charlie crist was prolife progun and vehemently antitax
0,we have not had unemployment this high for this long since the great depression
0,georgia is one of only five states where breweries cant sell you a pint of beer to drink on premise or sell you a sixpack to go
0,says donald trumps position isto roll back all of the financial regulations passed after the financial crisis
0,fortyfive percent of americans went without needed care because of costs in 2007
0,according to one study the minimum wage today is worth 2 less than in 1968
0,the paris agreement is by far the largest number of countries ever to sign an international agreement on a single day
0,the uk has an unarmed police force and a firearm fatality rate that is 40 times lower per capita than in the us
1,ed perlmutter voted for viagra for rapists paid for with tax dollars
1,more than 3000 homicides were committed by illegal aliens over the past six years
1,us reps paul ryan sean duffy and reid ribble are shutting down town hall meetings or making their constituents pay to attend them
1,earlier this year john depetro was accused of sexually assaulting a female coworker
1,we are only inches away from ceasing to be a free market economy
1,congressman robert hurt has a plan to cut education by 40 percent
1,roughly 25 of ri has a criminal record
1,says president barack obama delivered 2 billion to brazil to help with offshore drilling projects
1,theres no wildlife in the arctic national wildlife refuge
1,already the mayor of green bay is having ribboncutting after ribboncutting for economic development around the new va center
1,says baltimore police are trained by mossad and shin bet
1,in the 1970s the swine flu broke out under another democrat president jimmy carter
1,says george soros and bill gates are funding a bioweapons lab in sierra leone that caused the ebola outbreak
1,redistribution has never been a characteristic of america
1,wisconsin is broke and state government is 3 billion in debt
1,in japan permanent residency is not given to muslims the propagation of islam is banned one cannot import a koran published in the arabic language and muslims cannot even rent a house
1,says under his budgetrepair bill collective bargaining is fully intact
1,creflo dollar has endorsed republican donald trump for president
1,says that tennessee gov bill haslam has made it clear by his repeated actions that he will pursue a policy that promotes the interest of islamist sic and their radical ideology as long as he is governor
1,you and i know that in the history of mankind and womankind government federal state local or otherwise has never created one job
1,says barack obama and his team are socialists in every respect of the word
1,in the last three years alone 13 times the supreme court unanimously 90 including all of the presidents liberal picks have struck down the presidents executive orders
1,says the federal government mandates transexuals sic and homosexuals grabbing children in their strangerdanger zones in the name of airport security
1,donald trump is appealing as much to democrats as he is to republicans
1,a sign in dearborn mich for the advancement of islamic agenda for america says allah be praised america we will kill you all and nothing you can do to stop it
1,nothing was done i mean 25 million was spent but we dont have that gun ownershipdatabase
1,says scott walker said labor unions dont deserve to have a national holiday due to their damage to the economy and the holiday should be replaced by patriots day celebrated every year on 911
1,the 18 billion in transportation bonding we dont have a repayment mechanism
1,barack obama and hillary clinton are negotiating with the united nations about doing a treaty that will ban the use of firearms
1,statistics show one male cat can father 420000 kittens in five years
1,says a tweet he sent out wasnt saying check out a sex tape it was just take a look at the background of alicia machado
1,dan gelber on the record against scholarships to help our needy children attend jewish private schools
1,blue cross headquarters has a 30000 granite table
1,a recent obama executive order could lead to a number of investigations by interpol in the united states potentially aimed at american officials
1,says ted cruzsaid i was in favor in libya i never discussed that subject
1,ive been outspent by my opponents every time ive run for us senate
1,say texas us reps eddie bernice johnson and sheila jackson lee are among open socialists in congress
1,says joe straus was coauthor of a bill that would have allowed planned parenthood to control public school sex education
1,accuses ed fitzgerald of paytoplay and corruption politics
1,ken cuccinelli tried to shut down state government
1,said they reached a powersharing agreement with republican lt gov casey cagle
1,says john boehner admits we are not going to be any different than weve been by returning to the same failed economic policies that wrecked our economy
1,on assault weapon violence ducks have more protection than people in virginia
1,says that starbucks took christmas off of their brand new cups
1,idaho republican rep mike simpson is a liberal who voted with nancy pelosi to fund sex study programs of san francisco prostitutes and to regulate the sale of firearms
1,according to a government supplier of emergency products the disaster assistance response team was told to be prepared to be activated in the month of october for an outbreak of ebola
1,sen sherrod brown has chosen to side with washington bureaucrats and fringe extremists in the attacks on our natural resources
1,soldiers donating to tea party now face punishment under the uniform code of military justice
1,barbara boxers worried about the weather instead of terrorism as the biggest threat to national security
1,says hillary clinton wants to let people just pour in you could have 650 million people pour in and we do nothing about it think of it thats what could happen you triple the size of our country in one week
1,all nonus citizens illegal or not will be provided with free health care services
1,gov scott walker is more than halfway to his 250000 jobs goal
1,says chuck hagels nomination as defense secretary has been publicly celebrated by the iranian government
1,a company with 20 employees could go out of business because of health care law requirements to buy insurance
1,a report in navy times said that 73 percent of army navy and marines have thought about attempting suicide
1,says a man in ferguson mo was photographed holding a sign that said no mother should have to fear for her sons life every time he robs a store
1,weve had about 3000 murders in connection with lax border security
1,says steve kagen promised us jobs voting for the 787 billion stimulus cost another 77000 jobs lost
1,one of george soros companies has provided some of the voting machines for some states
1,says 11 states have more people on welfare than employed
1,appalachian power company is making record profits
1,under obamas budget plan families making over 250000 are going to lose their mortgage deduction their charitable deductions
1,members of congress specifically exempted themselves from many of the laws they have passed such as being exempt from any fear of prosecution for sexual harassment and from the healthcare reform
1,this incident of supposed feces depicting a swastika on the wall of a bathrooms in one of the halls has been supported by zero fact
1,us rep phil gingrey wants public schools to teach women to stay in their place
1,lady gaga announced she would cover her face until trump gets fired from office
1,wendy davis raised money for a us house democrat who is a member of a democratic socialists group
1,an anonymous email says that hillary clinton advocates communism
1,after the usled military alliance ejected saddam husseins forces from kuwait in 1991 the kuwaitis never paid us
1,louisiana sen mary landrieu received almost 18 million from bp over the last decade
1,it is hillary clintons agenda to release the violent criminals from jail she wants them all released
1,final election 2016 numbers trump won the popular vote
1,youll find blacks in almost every regiment throughout the south who fought right alongside white southerners during the civil war
1,says bernie sanders is going to tax you people at 90 percent
1,barack obamas middle name is mohammed and hes a covert muslim
1,since january 2008 the private sector has lost nearly 8 million jobs while local state and federal governments added 590000
1,the stimulus has not created one private sector job
1,our law enforcement agencies have found bodies in the desert either buried or just lying out there that have been beheaded
1,says bernie sanders wins california landslide but of his votes arent counted
1,say new jersey reps donald payne and frank pallone are socialists who are openly serving in the us congress
1,im probably one of the four or five bestknown americans in the world
1,the goal of common core is to instill federally determined attitudes and mindsets in students including political and religious beliefs
1,while americans pray for paris the government has acted on mandatory national vaccinations
1,says gop us rep sean duffy of wisconsin voted twice to end medicare
1,margaret sanger wanted a black christian leader to be like a judas goat and lead the blacks to genocide remember that and they picked martin luther king as their spokesman
1,chris coons has marxist beliefs
1,my opponent has no child care plan
1,aids was transmitted to humans because one guy had sex with a monkey and then started having sex with men
1,residential property taxes in providence are up nearly 27 percent under mayor taveras
1,scott walker has a plan to privatize state lands and wants to sell our deer to the highest bidder
1,says ohio treasurer josh mandel first claimed bank fraud in june 2010 but did nothing for more than a year while raising money for his republican senate campaign
1,under obamas plan for welfare you wouldnt have to work and wouldnt have to train for a job they just send you your welfare check
1,i never said that marco rubio was mark zuckerbergs personal senator
1,were going to be looking at 8 billion a day that were going to be pouring into foreign countries in order to import that makeup fuel that were going to need to take the place of what we could have gotten out of the gulf
1,were inches away from no longer having a free economy
1,we just had someone last week in neenah near a school kill someone with a bow and arrow
1,the working tax cut created over 40000 new jobs in just the last four years
1,us military uniforms are manufactured in china
1,says he helped bring uline company to kenosha area creating 800 local jobs
1,there are over 200 documented cases where obama has lied
1,the republicans have never done anything really to balance the budget
1,says ted cruz said while there may have been an age difference josh duggars transgressions are far less an affront to god than what gays do to each other
1,in april 1997 there was a gas out conducted nationwide in protest of gas prices gasoline prices dropped 30 cents a gallon overnight
1,a couple of debates ago donald trump said if you dont support socialized health care youre heartless
1,says gov rick perry is spending texans hardearned money to live like louie xiv
1,transgender individuals in the us have a 1in12 chance of being murdered
1,members of congress receive full pay retirement after serving one term
1,when hillary clinton ran the state department 6 billion was missing how do you miss 6 billion you ran the state department 6 billion was either stolen they dont know
1,us reps hank johnson john lewis and other members of the congressional progressive caucus are socialists who are openly serving in the us congress
1,our africanamerican communities are absolutely in the worst shape theyve ever been in before ever ever ever
1,the aclu has filed a suit to end prayer from the military completely
1,the rightwing extremists are trying to take this seat so they can push their antichoice and antiequality agenda through our state house
1,until the new iran deal china and russia have never voted with us at the un on any sanctions on iran in the past
1,maj nidal hasan the man accused of the fort hood shootings was an advisor to the obama administration
1,says protesters at the wisconsin state capitol on the night the state senate passed collective bargaining changes damaged the windshield of his car
1,president barack obama has doubled the size of government since he took office
1,says he was exonerated in every single case in 1990s ethics violations charges
1,under the capandtrade bill homes would have to be retrofitted to meet energy and water efficiency standards before they could be sold
1,the attorney general requires that rape victims pay for the rape kit
1,when obama went to pakistan in 1981 he could not have been traveling as a us citizen
1,president obama wants to mandate circumcision
1,the economy began its nose dive when democrats took control of congress in january 2007
1,the president said hes going to bring in 250000 syrian and iraqi refugees into this country
1,the kochs stand to make around 100 billion if the government approves the keystone xl pipeline
1,says hillary clinton had an undercover nurse with her at the sept 11 memorial ceremony in new york
1,says the media created the term polar vortex and the cold air proves the ice isnt melting
1,obama gave almost a million dollars to the kenya opposition campaign who just happened to be his cousin raila odinga
1,back door gun control is in full effect in the united states due to obamas environmental protection agency
1,the first tweet was sent from austin
1,says our taxes have doubled with rick perry in office
1,governorelect scott walkers opposition to highspeed rail killed 13000 wisconsin jobs
1,congressman scott desjarlais is spending his one year anniversary on vacation only working 6 days in all of january
1,the health care reform bill would make it mandatory absolutely require that every five years people in medicare have a required counseling session that will tell them how to end their life sooner
1,a datastoring microchip would be implanted in the majority of people who opt to become covered by the public health care option
1,people who wash cars at home will use approximately 80 percent more water than they do in a car wash
1,the federal government is sending refugees to states with governors who are republicans not to the democrats
